facility_code,facility_name,facility_major_type,facility_type,facility_category,ownership_major,is_private,is_licensed,city_raw,city_norm,barangay,service_capability,doh_level,service_level_weight,bed_capacity,license_status
DOH000000000040740,CTK MEDICAL &AMP; DIAGNOSTIC LABORATORY,Health Facility,Clinical Laboratory,clinic,Private,1,1,MALATE,MANILA,BARANGAY 727,,0,1.5,0,Licensing Status:With License
DOH000000000007301,CUBAO HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,QUEZON CITY,QUEZON CITY,KAUNLARAN,,0,1.5,0,
DOH000000000054758,CUDIAMAT MEDICAL CORP.,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 57,,0,1.5,0,Licensing Status:With License
DOH000000000007302,CULIAT HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,QUEZON CITY,QUEZON CITY,CULIAT,,0,1.5,0,Licensing Status:With License
DOH000000000005149,CUPANG HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF MUNTINLUPA,MUNTINLUPA,CUPANG,,0,1.5,0,
DOH000000000053522,CURAKIDNEY INC.,Health Facility,Dialysis Clinic,dialysis,Private,1,1,CITY OF PASIG,PASIG,DELA PAZ,,0,2.0,0,Licensing Status:With License
DOH000000000003873,CURE AND CARE MATERNITY HOSPITAL OPC,Health Facility,Hospital,hospital,Private,1,1,TONDO I/II,MANILA,BARANGAY 202,Level 1,1,2.5,18,Licensing Status:With License
DOH000000000040490,CUTA'S MIDWIFE CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF LAS PI?AS,LAS PINAS,B. F. INTERNATIONAL VILLAGE,,0,1.5,2,Licensing Status:With License
DOH000000000007531,CUYEGKENG HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,PASAY CITY,PASAY,BARANGAY 3,,0,1.5,0,Licensing Status:With License
DOH000000000044421,CVMC CLINIC AND SURGICENTER,Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,QUIAPO,MANILA,BARANGAY 394,,0,1.5,0,Licensing Status:With License
DOH000000000054601,CVMC CLINICS AND SURGICENTER INC. KIDNEY AND DIALYSIS CENTER,Health Facility,Dialysis Clinic,dialysis,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 80,,0,2.0,0,Licensing Status:With License
DOH000000000047814,"CVMC CLINICS AND SURGICENTER, INC.",Health Facility,Dialysis Clinic,dialysis,Private,1,1,SAMPALOC,MANILA,BARANGAY 627,,0,2.0,0,Licensing Status:With License
DOH000000000049462,CYTOCHEM MEDICAL LABORATORIES COMPANY,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 84,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000039180,CYTOCHEM MEDICAL LABORATORY COMPANY,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 83,Level 2,2,3.0,0,Licensing Status:With License
DOH000000000050182,D A OBGYN AND BIRTHING CENTER,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 177,,0,1.5,2,Licensing Status:With License
DOH000000000040807,"D FAMILY CARE NOVALICHES,INC.",Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,NOVALICHES PROPER,,0,1.5,0,Licensing Status:With License
DOH000000000041593,D FAMILYCARE NOVALICHES INC.,Health Facility,Dialysis Clinic,dialysis,Private,1,1,QUEZON CITY,QUEZON CITY,NOVALICHES PROPER,,0,2.0,0,Licensing Status:With License
DOH000000000039332,D' MICROASIA MEDICAL LABORATORY INC.,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF MANDALUYONG,MANDALUYONG,POBLACION,Level 3,3,4.0,0,Licensing Status:With License
DOH000000000041053,"D' MICROASIA MEDICAL LABORATORY, INC. - PASIG",Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF PASIG,PASIG,SAN MIGUEL,,0,1.5,0,Licensing Status:With License
DOH000000000049464,D.J.C. DRUG TESTING CENTER,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,SANTA CRUZ,MANILA,BARANGAY 331,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000043245,DAANG BAKAL HEALTH CENTER AND MEGA CLINIC,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF MANDALUYONG,MANDALUYONG,DAANG BAKAL,,0,1.5,0,
DOH000000000040994,DAANGHARI CLINICAL LABORATORY,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF NAVOTAS,NAVOTAS,DAANGHARI,,0,1.5,0,Licensing Status:With License
DOH000000000002635,DAGUPAN HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,TONDO I/II,MANILA,BARANGAY 50,,0,1.5,0,Licensing Status:With License
DOH000000000033172,DALAGAN-CIUDADANO MIDWIFE CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 183,,0,1.5,3,Licensing Status:With License
DOH000000000000841,DALANDANAN 3S HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF VALENZUELA,VALENZUELA,DALANDANAN,,0,1.5,0,
DOH000000000007298,DAMPALIT HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF MALABON,MALABON,DAMPALIT,,0,1.5,0,
DOH000000000003837,DANIEL FAJARDO HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF LAS PI?AS,LAS PINAS,DANIEL FAJARDO,,0,1.5,0,
DOH000000000006116,DAPITAN HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,SAMPALOC,MANILA,BARANGAY 520,,0,1.5,0,Licensing Status:With License
DOH000000000040396,DAUGHTERS OF FAITH LYING IN,Health Facility,Birthing Home,birthing,Private,1,1,QUEZON CITY,QUEZON CITY,PASONG TAMO,,0,1.5,3,Licensing Status:With License
DOH000000000051506,DCDC KIDNEY CARE HEMODIALYSIS CLINIC,Health Facility,Dialysis Clinic,dialysis,Private,1,1,CITY OF PARA?AQUE,PARANAQUE,SAN DIONISIO,,0,2.0,0,Licensing Status:With License
DOH000000000053062,DCLC HEALTHCARE DIAGNOSTICS INC.,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF SAN JUAN,SAN JUAN,RIVERA,,0,1.5,0,Licensing Status:With License
DOH000000000003191,DE LOS SANTOS MEDICAL CENTER,Health Facility,Hospital,hospital,Private,1,1,QUEZON CITY,QUEZON CITY,KALUSUGAN,Level 3,3,4.0,150,Licensing Status:With License
DOH000000000049465,"DE LOS SANTOS MEDICAL CENTER, INC.",Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,QUEZON CITY,QUEZON CITY,KALUSUGAN,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000040611,DE LUNA BIRTHING HOME,Health Facility,Birthing Home,birthing,Private,1,1,QUEZON CITY,QUEZON CITY,NOVALICHES PROPER,,0,1.5,2,Licensing Status:With License
DOH000000000040684,DE OCAMPO MEMORIAL COLLEGE INC.,Health Facility,Birthing Home,birthing,Private,1,1,SAMPALOC,MANILA,BARANGAY 634,,0,1.5,1,Licensing Status:With License
DOH000000000000469,DE OCAMPO MEMORIAL MEDICAL CENTER,Health Facility,Hospital,hospital,Private,1,1,SAMPALOC,MANILA,BARANGAY 628,Level 1,1,2.5,20,Licensing Status:With License
DOH000000000054162,DEACON3 BIRTHING HOME,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 171,,0,1.5,1,Licensing Status:With License
DOH000000000040499,DELA MERCED MATERNITY &AMP; CHILDREN CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF MUNTINLUPA,MUNTINLUPA,POBLACION,,0,1.5,3,Licensing Status:With License
DOH000000000000178,DELA PAZ HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,CITY OF PASIG,PASIG,DELA PAZ,,0,1.5,0,Licensing Status:With License
DOH000000000037053,DELA PAZ HEALTH CENTER ANNEX,Health Facility,Rural Health Unit,rhu,Government,0,1,CITY OF PASIG,PASIG,DELA PAZ,,0,1.5,0,Licensing Status:With License
DOH000000000006113,DEMETRIO BELMONTE HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,SAMPALOC,MANILA,BARANGAY 478,,0,1.5,0,Licensing Status:With License
DOH000000000009360,DEPARO HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF CALOOCAN,CALOOCAN,BARANGAY 168,,0,1.5,0,
DOH000000000043228,DEPARTMENT OF HEALTH - QUIRINO,Health Related Facility,Central Warehouse - Combination,other,Government,0,0,QUEZON CITY,QUEZON CITY,ESCOPA IV,,0,1.0,0,
DOH000000000043233,DEPARTMENT OF HEALTH - RITM,Health Related Facility,Central Warehouse - Temperature Controlled,other,Government,0,0,CITY OF MUNTINLUPA,MUNTINLUPA,ALABANG,,0,1.0,0,
DOH000000000043224,DEPARTMENT OF HEALTH - TAYUMAN,Health Related Facility,Central Warehouse - Ambient,other,Government,0,0,SANTA CRUZ,MANILA,BARANGAY 313,,0,1.0,0,
DOH000000000023542,DEPARTMENT OF HEALTH-BICUTAN TREATMENT AND REHABILITATION CENTER,Health Facility,Drug Abuse Treatment and Rehabilitation Centers,other,Government,0,1,CITY OF TAGUIG,TAGUIG,LOWER BICUTAN,,0,1.0,550,Licensing Status:With License
DOH000000000047477,DEPARTMENT OF MEDICAL MICROBIOLOGY - COLLEGE OF PUBLIC HEALTH - UP MANILA,Health Facility,Laboratory for Drinking Water Analysis,laboratory,Government,0,1,ERMITA,MANILA,BARANGAY 670,,0,1.0,0,Licensing Status:With License
DOH000000000051314,"DETOXICARE  MOLECULAR DIAGNOSTICS LABORATORY, INC.",Health Facility,Clinical Laboratory for Molecular Pathology,clinic,Private,1,1,CITY OF MANDALUYONG,MANDALUYONG,BAGONG SILANG,,0,1.5,0,Licensing Status:With License
DOH000000000051939,DETOXICARE MOLECULAR DIAGNOSTIC LABORATORY,Health Facility,Clinical Laboratory for Molecular Pathology,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,LOURDES,,0,1.5,0,Licensing Status:With License
DOH000000000049466,"DETOXICARE MOLECULAR DIAGNOSTIC LABORATORY, INC.",Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,CITY OF MANDALUYONG,MANDALUYONG,NEW ZA?IGA,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000045964,DETOXICARE MOLECULAR DIAGNOSTICS LABORATORY INC.,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,LOURDES,Level 2,2,3.0,0,Licensing Status:With License
DOH000000000049467,"DIAGNOSTIC INTENSIVE &AMP; PRECISE MED. &AMP; LAB. (D.I.P), INC.",Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 104,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000039175,"DIAGNOSTIC INTENSIVE &AMP; PRECISE MEDICAL &AMP; LABORATORY (D.I.P),INC.",Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 108,,0,1.5,0,Licensing Status:With License
DOH000000000042880,DIAGNOSTICA DE SAN VICENTE CORP.,Health Facility,Medical Facility for Overseas Workers & Seafarers,other,Government,0,1,QUEZON CITY,QUEZON CITY,DAMAYANG LAGI,,0,1.0,0,Licensing Status:With License
DOH000000000049468,DIAGNOSTICA DE SAN VICENTE CORPORATION,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,QUEZON CITY,QUEZON CITY,DAMAYANG LAGI,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000041981,DIALYCARE HEMODIALYSIS CENTER,Health Facility,Dialysis Clinic,dialysis,Government,0,1,CITY OF VALENZUELA,VALENZUELA,MALANDAY,,0,2.0,0,Licensing Status:With License
DOH000000000051476,"DIALYHEALTH RENAL CARE CENTER, INC.",Health Facility,Dialysis Clinic,dialysis,Private,1,1,CITY OF VALENZUELA,VALENZUELA,MALANDAY,,0,2.0,0,Licensing Status:With License
DOH000000000049720,DIALYMED RENAL CARE CENTER INC.,Health Facility,Dialysis Clinic,dialysis,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 15,,0,2.0,0,Licensing Status:With License
DOH000000000054788,DIALYSIS CARE PLUS INC.,Health Facility,Dialysis Clinic,dialysis,Private,1,1,CITY OF PASIG,PASIG,KAPITOLYO,,0,2.0,0,Licensing Status:With License
DOH000000000054705,"DIALYSIS DIRECT OF MERVILLE, INC.",Health Facility,Dialysis Clinic,dialysis,Private,1,1,PASAY CITY,PASAY,BARANGAY 148,,0,2.0,0,Licensing Status:With License
DOH000000000037100,"DILIMAN DOCTORS HOSPITAL, INC.",Health Facility,Hospital,hospital,Private,1,1,QUEZON CITY,QUEZON CITY,MATANDANG BALARA,Level 2,2,3.0,130,Licensing Status:With License
DOH000000000000844,DIMASALANG HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,SANTA CRUZ,MANILA,BARANGAY 368,,0,1.5,0,Licensing Status:With License
DOH000000000043063,DISTRICT HEALTH OFFICE I - CAMANAVA,Health Related Facility,Provincial Department of Health Office,other,Government,0,0,CITY OF CALOOCAN,CALOOCAN,BARANGAY 187,,0,1.0,0,
DOH000000000043064,DISTRICT HEALTH OFFICE II - PAPAMATAQUE,Health Related Facility,Provincial Department of Health Office,other,Government,0,0,CITY OF PASIG,PASIG,SAN NICOLAS (POB.),,0,1.0,0,
DOH000000000043065,DISTRICT HEALTH OFFICE III - MAMAMANSAN,Health Related Facility,Provincial Department of Health Office,other,Government,0,0,CITY OF MANDALUYONG,MANDALUYONG,ADDITION HILLS,,0,1.0,0,
DOH000000000043066,DISTRICT HEALTH OFFICE IV - MUNTIPARLASPA,Health Related Facility,Provincial Department of Health Office,other,Government,0,0,CITY OF MANDALUYONG,MANDALUYONG,ADDITION HILLS,,0,1.0,0,
DOH000000000004355,DIVINE HEART MEDICAL SERVICE AND DEVELOPMENT COOPERATIVE HOSPITAL,Health Facility,Hospital,hospital,Private,1,1,QUEZON CITY,QUEZON CITY,NAGKAISANG NAYON,Level 1,1,2.5,32,Licensing Status:With License
DOH000000000040653,DIVINE LOVE MEDICAL CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 146,,0,1.5,1,Licensing Status:With License
DOH000000000007984,"DIVINE MERCY PSYCHIATRIC FACILITY, INC.",Health Facility,Psychiatric Care Facility,other,Private,1,1,CITY OF MANDALUYONG,MANDALUYONG,NEW ZA?IGA,,0,2.0,142,Licensing Status:With License
DOH000000000040830,DLJ LABORATORY AND DIAGNOSTIC CENTER,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,HOLY SPIRIT,,0,1.5,0,Licensing Status:With License
DOH000000000044207,DM COMPOUND SATELLITE CENTER,Health Facility,Barangay Health Station,bhs,Government,0,0,CITY OF CALOOCAN,CALOOCAN,BARANGAY 73,,0,1.5,0,
DOH000000000054849,DMC HEALTH CARE CENTER,Health Facility,Birthing Home,birthing,Private,1,1,TONDO I/II,MANILA,BARANGAY 157,,0,1.5,4,Licensing Status:With License
DOH000000000040850,DMYM DIAGNOSTIC &AMP; LABORATORY CENTER,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,NOVALICHES PROPER,,0,1.5,0,Licensing Status:With License
DOH000000000052779,DNV AS PHILIPPINE BRANCH,Health Related Facility,Certifying Organization,other,Private,1,1,PASAY CITY,PASAY,BARANGAY 76,,0,1.0,0,Licensing Status:With License
DOH000000000043129,DOH - LAS PIÑAS DRUG ABUSE TREATMENT AND REHABILITATION CENTER,Health Facility,Drug Abuse Treatment and Rehabilitation Centers,other,Government,0,1,CITY OF LAS PI?AS,LAS PINAS,DANIEL FAJARDO,,0,1.0,0,Licensing Status:With License
DOH000000000041613,"DOLCON HEALTH CARE SERVICES, INC.",Health Facility,Dialysis Clinic,dialysis,Private,1,1,QUEZON CITY,QUEZON CITY,MILAGROSA,,0,2.0,0,Licensing Status:With License
DOH000000000006723,DOMINGO SANTIAGO HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,SAMPALOC,MANILA,BARANGAY 580,,0,1.5,0,Licensing Status:With License
DOH000000000049469,DOMINICO MEDICAL AND LABORATORY SERVICES,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,QUEZON CITY,QUEZON CITY,KALIGAYAHAN,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000001463,DON BOSCO HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF PARA?AQUE,PARANAQUE,DON BOSCO,,0,1.5,0,
DOH000000000033217,DON ENRIQUE BIRTHING HOME,Health Facility,Birthing Home,birthing,Private,1,1,QUEZON CITY,QUEZON CITY,NOVALICHES PROPER,,0,1.5,1,Licensing Status:With License
DOH000000000003784,DON GALO HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,CITY OF PARA?AQUE,PARANAQUE,DON GALO,,0,1.5,0,Licensing Status:With License
DOH000000000040940,DON PEDRO HEALTH STATION,Health Facility,Barangay Health Station,bhs,Government,0,0,CITY OF VALENZUELA,VALENZUELA,MARULAS,,0,1.5,0,
DOH000000000040762,DOVAL SANTOS LABORATORY,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUIAPO,MANILA,BARANGAY 306,,0,1.5,0,Licensing Status:With License
DOH000000000007062,DOÑA BETANG HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,CITY OF PASIG,PASIG,SANTOLAN,,0,1.5,0,Licensing Status:With License
DOH000000000000846,DOÑA MARTA HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,PASAY CITY,PASAY,BARANGAY 147,,0,1.5,0,Licensing Status:With License
DOH000000000009466,DOÑA MARTA LYING-IN CLINIC,Health Facility,Birthing Home,birthing,Government,0,1,PASAY CITY,PASAY,BARANGAY 147,,0,1.5,20,Licensing Status:With License
DOH000000000009473,DOÑA NENA HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,PASAY CITY,PASAY,BARANGAY 186,,0,1.5,0,Licensing Status:With License
DOH000000000029736,DOÑA NICASIA HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,QUEZON CITY,QUEZON CITY,COMMONWEALTH,,0,1.5,0,
DOH000000000049470,DOÑA SOLEDAD DIAGNOSTIC CENTER,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,CITY OF PARA?AQUE,PARANAQUE,SUN VALLEY,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000050206,DR CHIO AMBULATORY SURGICAL CENTRE INC.,Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,BAGUMBAYAN,,0,1.5,0,Licensing Status:With License
DOH000000000040906,DR. DANILO V. MALLARI CLINIC &AMP;AMP; LABORATORY,Health Facility,Clinical Laboratory,clinic,Private,1,1,SANTA ANA,MANILA,BARANGAY 881,,0,1.5,0,Licensing Status:With License
DOH000000000009489,DR. ELVIRA M. LAGROSA HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,PASAY CITY,PASAY,BARANGAY 76,,0,1.5,0,Licensing Status:With License
DOH000000000000493,DR. FE DEL MUNDO MEDICAL CENTER,Health Facility,Hospital,hospital,Private,1,1,QUEZON CITY,QUEZON CITY,DO?A JOSEFA,Level 2,2,3.0,60,Licensing Status:With License
DOH000000000040936,DR. GOODHEALTH FAMILY CLINIC,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF MARIKINA,MARIKINA,SANTO NI?O,,0,1.5,0,Licensing Status:With License
DOH000000000033200,DR. JEANETTE A. CATAPANG-COMBATE OB-GYNE CLINIC &AMP; LYING -IN,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF PASIG,PASIG,PINAGBUHATAN,,0,1.5,1,Licensing Status:With License
DOH000000000000496,DR. JESUS C. DELGADO MEMORIAL HOSPITAL,Health Facility,Hospital,hospital,Private,1,1,QUEZON CITY,QUEZON CITY,KAMUNING,Level 2,2,3.0,65,Licensing Status:With License
DOH000000000000499,DR. JOSE FABELLA MEMORIAL HOSPITAL,Health Facility,Hospital,hospital,Government,0,1,SANTA CRUZ,MANILA,BARANGAY 331,Level 3,3,4.0,700,Licensing Status:With License
DOH000000000053391,DR. JOSE FABELLA MEMORIAL HOSPITAL (DJFMH) BUCAS CENTER,Health Facility,Bagong Urgent Care and Ambulatory Service,other,Government,0,0,SANTA CRUZ,MANILA,BARANGAY 353,,0,1.0,0,
DOH000000000052105,DR. JOSE N. RODRIGUEZ MEMORIAL HOSPITAL,Health Facility,Clinical Laboratory for Molecular Pathology,clinic,Government,0,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 114,,0,1.5,0,Licensing Status:With License
DOH000000000000502,DR. JOSE N. RODRIGUEZ MEMORIAL HOSPITAL AND SANITARIUM,Health Facility,Hospital,hospital,Government,0,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 188,Level 3,3,4.0,459,Licensing Status:With License
DOH000000000039045,DR. JOSE N. RODRIGUEZ MEMORIAL HOSPITAL AND SANITARIUM (TALA),Health Facility,COVID-19 Testing Laboratory,laboratory,Government,0,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 188,,0,1.0,0,Licensing Status:With License
DOH000000000007993,DR. MONTANO G. RAMOS GENERAL HOSPITAL CORP.,Health Facility,Infirmary,infirmary,Private,1,1,QUEZON CITY,QUEZON CITY,BAHAY TORO,,0,2.5,8,Licensing Status:With License
DOH000000000000508,DR. MONTANO G. RAMOS GENERAL HOSPITAL CORPORATION,Health Facility,Hospital,hospital,Private,1,1,QUEZON CITY,QUEZON CITY,RAMON MAGSAYSAY,Level 1,1,2.5,25,Licensing Status:With License
DOH000000000000519,DR. SABILI HEALTH SERVICES CORPORATION,Health Facility,Hospital,hospital,Private,1,1,CITY OF TAGUIG,TAGUIG,LOWER BICUTAN,Level 1,1,2.5,40,Licensing Status:With License
DOH000000000000523,DR. VICTOR R. POTENCIANO MEDICAL CENTER,Health Facility,Hospital,hospital,Private,1,1,CITY OF MANDALUYONG,MANDALUYONG,HIGHWAY HILLS,Level 3,3,4.0,157,Licensing Status:With License
DOH000000000040809,"DRMED HEALTHCARE, INC.",Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,BAHAY TORO,,0,1.5,0,Licensing Status:With License
DOH000000000040786,"DRUECO MEDICAL SPECIALIST AND MATERNITY, LYING-IN CLINIC",Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,NOVALICHES PROPER,,0,1.5,0,Licensing Status:With License
DOH000000000040742,DRUGCHECK MEDICAL DIAGNOSTIC,Health Facility,Clinical Laboratory,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,SOCORRO,,0,1.5,0,Licensing Status:With License
DOH000000000049473,"DRUGCHECK PHILIPPINES, INC.",Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,CITY OF MUNTINLUPA,MUNTINLUPA,ALABANG,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000049474,"DRUGCHECK PHILIPPINES, INC.",Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,CITY OF PASIG,PASIG,ROSARIO,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000049475,"DRUGCHECK PHILIPPINES, INC.",Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,QUEZON CITY,QUEZON CITY,PINYAHAN,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000049476,DRUGCHECK PHILS. INC.,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,QUEZON CITY,QUEZON CITY,SOCORRO,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000037093,DUHAT HEALTH STATION,Health Facility,Barangay Health Station,bhs,Government,0,0,CITY OF VALENZUELA,VALENZUELA,UGONG,,0,1.5,0,
DOH000000000039255,DUMAUAL DIAGNOSTIC CENTER CO.,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF MAKATI,MAKATI,LA PAZ,,0,1.5,0,Licensing Status:With License
